185376,nationals fear govt will ban duck hunting,0,random,0
983208,crossbenchers threaten to support springborg over palaszczuk,0,random,0
181512,britain bans radical cleric omar bakri,0,random,0
786065,battered wallabies name smith amongst reinforcements,0,random,0
579675,councillor to plead not guilty to breaching act,0,random,0
138224,court allows dog beater to keep chickens,0,random,0
494340,owen can handle kop flak fergie,0,random,0
812069,new planning laws for north west tasmania,0,random,0
339410,bay dredge plan to go ahead,0,random,0
769450,murder case witness fails to appear,0,random,0
283731,inquiry to investigate illicit drug effects on,0,random,0
240794,alkatiri brushes off resignation calls,0,random,0
31047,gay decision unlikely to affect north west nsw,0,random,0
771612,thousands attend adelaide dawn service,0,random,0
136257,dpi issues tick warning to horse owners,0,random,0
74729,protesters voice opposition to waste dump,0,random,0
336216,hilton aims to change image with africa trip,0,random,0
815436,action aids bangladesh director farah kabir speaks,0,random,0
565376,perkins meares claim sprint titles,0,random,0
127066,irans nuclear deal not definitive,0,random,0
69989,police association happy to consider super issue,0,random,0
814528,an chinese city of harbin enveloped in smog,0,random,0
991543,george bailey cops ipl bouncer hits helmet clean off,0,random,0
919350,cairns mp rob pyne throws support behind billy gordon,0,random,0
249679,funds boost for truancy scheme,0,random,0
81589,bbc legend cooke dead at 95,0,random,0
588325,ange backs mckay to stick around,0,random,0
915894,tas country hour monday 16 march 2015,0,random,0
48634,liberal rival accuses turnbull of courting labor,0,random,0
557416,darwin medical team heads to flood hit pakistan,0,random,0
660433,nsw accused arrive in perth,0,random,0
614297,send jregs perth when running,0,random,0
726324,qld councils gather in brisbane for annual conference,0,random,0
902235,sydney siege bail act changes could have prevented siege,0,random,0
43185,cow cloned from dead stock,0,random,0
581970,sydney to hobart grant wharington,0,random,0
172780,factional system needs addressing labor mps,0,random,0
540276,budget delivers hospital picton rd funds,0,random,0
929137,big banks' losses hold share market back,0,random,0
629441,burdekin tops reef sediment run off list,0,random,0
1038250,former speaker languiller returns to parliament,0,random,0
396786,dont rule out nuclear power hawke,0,random,0
331478,kidnapped italian soldiers freed in afghanistan,0,random,0
607893,royal family arrives for wedding,0,random,0
544756,surgeon refused bail over escorts deaths,0,random,0
314773,nrma wants b triple truck safety issues considered,0,random,0
329799,navy confirms subsidised breast implants,0,random,0
373215,nrl interivew des hasler,0,random,0
520366,mt lyell mine fix not viable,0,random,0
401700,archers on target early for australia,0,random,0
81854,doctors group rejects health service offer,0,random,0
1016062,qld law lecturer gordon douglas chalmers child sex offenders,0,random,0
703607,business confidence falls to 2 year low,0,random,0
509304,stepanek eyes flawless brisbane run,0,random,0
540181,residents horrified by double fatal car crash,0,random,0
801881,edwards to challenge one match ban,0,random,0
124033,greece attacked over asylum seeker treatment,0,random,0
843320,tourism enquiry,0,random,0
705327,swan says report on beazley comments inaccurate,0,random,0
1015141,lyme disease doesn't exist in australia; researchers say,0,random,0
683714,child stealing court victorian man,0,random,0
931697,australian real estate at risk of sharp falls oecd,0,random,0
697340,doors open for sunday trading in wa,0,random,0
169404,clp stands by power line plan,0,random,0
517975,tough year ahead says adelaide brighton,0,random,0
427553,anz to open 10 more indonesia branches,0,random,0
685717,ferrari wants webber for 2013,0,random,0
757286,woolworths bids for barossa valley winery,0,random,0
424040,race on to save stranded whales in tasmania,0,random,0
380122,obama takes nth carolina clinton holds onto indiana,0,random,0
42894,singh lewis tied in chicago,0,random,0
569777,westpac enters simmering housing bubble debate,0,random,0
148443,ama finds no evidence of bigger north east cancer,0,random,0
833767,police say motives for fatal attack unknown but,0,random,0
1038257,heart attack shock for queensland musician jeremy marou,0,random,0
76696,geelong edge melbourne for pre season cup final,0,random,0
791341,forbes thermal solar,0,random,0
1016331,first female us attorney general janet reno dies age 78,0,random,0
969931,samoa lacking suitable laws to curb child labour;,0,random,0
1044302,g20 protest brings zombies to streets of hamburg,0,random,0
42891,scientists discover new fish,0,random,0
84210,knee reconstruction for primus,0,random,0
1045170,interim report on fracking industry in the,0,random,0
431210,perth beaches closed after shark sighting,0,random,0
224315,top 10 finish for aussie paralympian,0,random,0
1008131,priest abused children to show affection royal commission,0,random,0
1015974,michael buble says 3yo son noah diagnosed with cancer,0,random,0
560659,shock over workplace close calls,0,random,0
15514,mp says seat too big,0,random,0
52731,council considers moving for visitors,0,random,0
177177,algerian diplomats kidnapped in baghdad,0,random,0
460799,troop life insurance letters not well worded,0,random,0
557474,king faces one game suspension,0,random,0
199583,blasts kills 20 in baghdad,0,random,0
903579,the great north,0,random,0
71481,davies snaps back at shark criticism,0,random,0
386998,riva san clinches queensland double,0,random,0
726854,documents seized in raid on thomsons home,0,random,0
112540,federal parliament officially prorogued,0,random,0
945419,family violence royal commission to hear from,0,random,0
477764,charities continue to feel the pinch,0,random,0
162861,reiffel elevated to national umpire panel,0,random,0
367744,fewer major projects approved in hobart in january,0,random,0
838505,work set to start on swan hill river walk revamp,0,random,0
169617,beattie warns us about patel,0,random,0
203816,speculation minister to give nod to barlings beach,0,random,0
629345,port hedland ill sleeping rough,0,random,0
82055,benefits seen in grain facility boost,0,random,0
482652,rail line suspension review begins,0,random,0
218694,watson ecstatic about one day recall,0,random,0
1844,police interview woman over car incident,1,random,0
36080,26 taken to hospital after sa school fire,1,random,0
696270,act economy no mining,1,random,0
240169,highly endangered plants stolen,1,random,0
